id,remoteId,publishedAt,text,groupId
4444,69273520065404,"2019-03-17 21:57:38","Функция открытия багажника с ноги в немецкой и советской машинах.",1
4443,69276314454908,"2019-03-18 13:28:22","В Москве открылся ещё один автомобильный музей

Все фото смотрите по ссылке: https://drom.ru/s/d55",1
4442,69276483472252,"2019-03-18 14:30:20","Лада Веста Кросс 2018 года: история покупки автомобиля для отца, проблемы с резиной в межсезонье и почему выбор машины похож на выбор жены.

Читайте новый отзыв от автовладельца: https://drom.ru/s/2q2",1
4441,69276782513020,"2019-03-18 16:02:29","Зачем покупать английский кроссовер, а не японский внедорожник? Тестируем новый Evoque

Читайте по ссылке: https://drom.ru/s/Jbq",1
4440,69277229730684,"2019-03-18 18:17:27","Росгвардия испытывает Весты с тепловизорами

Подробнее: https://drom.ru/s/cQG",1
4439,69277491022716,"2019-03-18 19:30:04","В России подсчитали количество электромобилей

Ответ смотрите по ссылке: https://drom.ru/s/yg3",1
4438,69277893151612,"2019-03-18 21:27:15","Эксклюзив: план производства Lada Vesta на весь текущий год

Читайте на сайте: https://drom.ru/s/fEa",1
4437,69278491036540,"2019-03-19 00:12:06","Ещё один способ оперирования крышкой багажника ногой. На сей раз — более изящный, но и машина более современная — Веста.",1
4436,69280492702588,"2019-03-19 12:18:34","ГЛОНАСС всё-таки следит: в России создадут систему «Автодата»

Подробнее: https://drom.ru/s/KCs",1
4435,69280616106876,"2019-03-19 13:16:24","Nissan Leaf стал первым электромобилем, преодолевшим рубеж в 400 000 экземпляров

Подробнее: https://drom.ru/s/Lbf",1
4434,69280915540860,"2019-03-19 15:07:24","Nissan раскрыл цены обновлённого кроссовера Qashqai для России

Подробности по ссылке: https://drom.ru/s/53Y",1
4433,69281132006268,"2019-03-19 16:05:44","#объявадня 
Chrysler New Yorker, 1956 год 
2 990 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/sP5",1
4432,69281349979004,"2019-03-19 17:11:23","На платных трассах в России стали часто сбивать шлагбаумы. «Автодор» грозит лишением прав

Подробнее: https://drom.ru/s/aXQ",1
4431,69282492926844,"2019-03-19 22:43:44","12 типично женских ошибок за рулем

Читать: https://drom.ru/s/ji6",1
4430,69285289937788,"2019-03-20 14:51:24","Объявлены цены обновлённого седана Subaru Legacy

Подробнее: https://drom.ru/s/QrS",1
4429,69285589633916,"2019-03-20 16:02:57","Из «ГАЗели» Next сделали вездеход за 3,2 млн рублей

Подробнее об этом авто: https://drom.ru/s/yjp",1
4428,69285812783996,"2019-03-20 17:11:04","Honda Accord седьмого (CL/CM) и восьмого (CU/CW) поколений, 2002–2013 гг. Звучать по-своему!

Читайте на сайте: https://drom.ru/s/hOx",1
4427,69286104812412,"2019-03-20 18:35:14","МВД предложило оснастить автобусы трёхточечными ремнями безопасности

Подробнее: https://drom.ru/s/PrB",1
4426,69286491540348,"2019-03-20 20:20:58","В России хотят запретить продажу топлива класса ниже «Евро-5»

Подробнее: https://drom.ru/s/Ekj",1
4425,69286847073148,"2019-03-20 22:04:37","Трамвай в Токио — как это работает

Смотрите новое видео на канале Drom Fun: https://drom.ru/s/vK4",1
4424,69287067995004,"2019-03-20 23:01:21","«После ДТП уехал своим ходом», — довольно распространенная формулировка при описании состояния автомобиля, пострадавшего в аварии. Однако «уехал своим ходом» вовсе не означает его хорошей сохранности.",1
4423,69290768878460,"2019-03-21 20:08:36","Skoda Karoq будут выпускать в России. Где и когда?

 Есть ответ: https://drom.ru/s/o0E",1
4422,69291022830460,"2019-03-21 21:24:15","Босс Cadillac обещает защищать новый мотор V8 от других брендов GM ценой собственной жизни

Подробнее: https://drom.ru/s/ZZp",1
4421,69291242703740,"2019-03-21 22:27:03","Правительство хочет отказаться от контроля цен на бензин. Когда ждать подорожания?

Отвечаем: https://drom.ru/s/R9p",1
4420,69291431709564,"2019-03-21 23:27:14","Минэкономики предложило ослабить требования по локализации в автопроме

Подробнее: https://drom.ru/s/hW9",1
4419,69295073020796,"2019-03-22 20:29:43","Самые крутые авторынки России: репортаж из Грозного

Читайте на сайте: https://drom.ru/s/pHE",1
4418,69295305608060,"2019-03-22 21:38:04","Австрийцы назвали Lada Vesta SW победителем конкурса экономичности

Подробнее: https://drom.ru/s/fLr",1
4417,69295434845052,"2019-03-22 22:18:53","Китайцы разработали водородный автомобиль с запасом хода 1000 км

Подробнее: https://drom.ru/s/nzU",1
4416,69298517789564,"2019-03-23 16:25:44","В России появился Haval H9 в новой комплектации. Он дороже, чем Toyota Prado

Подробнее: https://drom.ru/s/vot",1
4415,69298637523836,"2019-03-23 17:02:52","Купеобразный кроссовер Porsche Cayenne Coupe стал ответом на BMW X6

Подробнее: https://drom.ru/s/lGG",1
4414,69302676048764,"2019-03-24 15:33:33","Самодельные автомобили в СССР: как и почему их появилось так много?

Читайте на сайте: https://drom.ru/s/N43",1
4413,69303010020220,"2019-03-24 17:02:46","В Японии нашли старый украинский ЛуАЗ

Подробнее: https://drom.ru/s/WtE",1
4412,69303414246268,"2019-03-24 18:43:11","Land Rover наконец-то засудил китайских «копипастеров»

Подробнее: https://drom.ru/s/of8",1
4411,69303978576764,"2019-03-24 21:21:01","Обновлённый гибрид BMW X1 удивит приличным запасом хода на электротяге

Подробнее: https://drom.ru/s/f9K",1
4410,69304358357884,"2019-03-24 23:04:47","Механик в автомастерской решил разыграть своего коллегу; это первый после многочасового ремонта запуск двигателя.",1
4409,69306856917884,"2019-03-25 13:48:43","Грузия. Сочиняя мечты

Читайте новые заметки о путешествии: https://drom.ru/s/ylP",1
4408,69307072007036,"2019-03-25 15:01:24","#объявадня 
Toyota Mark II, 1995 год 
1 550 550 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/Xnr",1
4407,69307307412348,"2019-03-25 16:09:43","Обновлённый Nissan Qashqai. За что два миллиона?

Новый тест-драйв по ссылке: https://drom.ru/s/4r9",1
4406,69307519290236,"2019-03-25 17:11:24","За скрутку пробега предложили сажать в тюрьму

Подробнее: https://drom.ru/s/Db6",1
4405,69308350090108,"2019-03-25 21:21:44","Volkswagen представил первые автомобили своего нового бренда Jetta

Подробнее: https://drom.ru/s/w2R",1
4404,69308592180092,"2019-03-25 22:35:58","Транспортный налог предложили привязать к массе автомобиля

Подробнее: https://drom.ru/s/Wc1",1
4403,69308787805052,"2019-03-25 23:27:37","Лыжи, мотор и пропеллер — необычный способ передвижения в зимних условиях Салехарда.",1
4402,69311241276284,"2019-03-26 14:01:26","План доработок Lada 4x4 («Нива») попал в СМИ 

Список изменений ищите на сайте: https://drom.ru/s/g6U",1
4401,69311408262012,"2019-03-26 15:02:25","Немец полвека ждёт от BMW извинений за дефектную окраску его машины

Подробнее: https://drom.ru/s/lic",1
4400,69311717002108,"2019-03-26 16:38:22","Mazda представила обновлённый кроссовер CX-9 в России: дешевле предшественника

Подробнее: https://drom.ru/s/CaF",1
4399,69312098552700,"2019-03-26 18:31:42","Изысканный и элегантный: GM опубликовал фото нового Buick LaCrosse

Все фото: https://drom.ru/s/kIL",1
4398,69312333630332,"2019-03-26 19:47:15","Тестируем Mazda CX-9. Фейслифтинг без фейслифтинга

Читайте на сайте: https://drom.ru/s/QKh",1
4397,69312536726396,"2019-03-26 20:45:05","Новая гоночная модель Ferrari P80/C создана в единственном экземпляре

Подробнее об этом автомобиле: https://drom.ru/s/fCw",1
4396,69312809094012,"2019-03-26 22:14:13","Toyota начала серийное производство новой Супры

Подробнее: https://drom.ru/s/iLi",1
4395,69313254869884,"2019-03-27 00:19:58","Север России: белый медведь перебегает дорогу-зимник словно заурядная кошка.",1
4394,69315255290748,"2019-03-27 12:31:02","СМИ: легковые Ford прекратят выпускать в России летом

Подробнее: https://drom.ru/s/2P9",1
4393,69315458845564,"2019-03-27 14:08:03","СПИК «АвтоВАЗа» предусматривает выпуск 26 новых моделей

Подробнее: https://drom.ru/s/rcs",1
4392,69315635465084,"2019-03-27 15:01:25","Toyota, Lamborghini и Michelin не хотят видеть русский Aurus в Европе

Подробнее о ситуации: https://drom.ru/s/mPJ",1
4391,69315968781180,"2019-03-27 16:32:04","Kia Stinger 2018 года: выбор и особенности комплектации “Prestige“, оценка эксплуатации по десятибалльный шкале и почему Стингер является однозначным прорывом для Кореи.

Читайте новый отзыв от автовладельца: https://drom.ru/s/0s4",1
4390,69316157590396,"2019-03-27 17:26:03","Audi готовит серьёзного конкурента топ-версии Tesla Model 3

Подробнее: https://drom.ru/s/Ary",1
4389,69316944546684,"2019-03-27 21:19:05","«Зверь» Путина, или Кремль на колёсах. Что пишут про Aurus на Западе?

Читайте на сайте: https://drom.ru/s/03P",1
4388,69317442227068,"2019-03-27 23:34:35","Что такое мастерство — демонстрирует оператор экскаватора.",1
4387,69319700990844,"2019-03-28 12:49:12","Mitsubishi представила брутальную версию L200 (в духе Ford Raptor)

Подробнее: https://drom.ru/s/hjq",1
4386,69319794510716,"2019-03-28 13:37:41","Chevrolet Niva: в преддверии фейслифтинга?

Подробнее по ссылке: https://drom.ru/s/TbB",1
4385,69319952321404,"2019-03-28 14:30:14","СМИ: НАМИ построил парадные кабриолеты марки Aurus

Подробнее: https://drom.ru/s/qKG",1
4384,69320171604860,"2019-03-28 15:34:05","Jeep Grand Cherokee 2017 года: диковинный для российского жителя автомобиль, плюсы и минусы интерьера и почему это авто нельзя сравнивать с Тойотой Ленд Крузер.

Читайте новый отзыв от автовладельца: https://drom.ru/s/zZf",1
4383,69320405502844,"2019-03-28 16:34:51","Daimler AG испытывает на российском Дальнем Востоке грузовик с «вечным сцеплением»

Подробнее: https://drom.ru/s/axa",1
4382,69321258912636,"2019-03-28 20:51:02","Блог УАЗ Патриот. С востока на юг: зимний перегон Патриота без «головы»

Читайте новый пост на сайте: https://drom.ru/s/2d8",1
4381,69321527217020,"2019-03-28 22:13:15","Подробно про мотоциклы URAL в Японии + обзор выставки Tokyo Motorcycle Show 2019

Смотрите новое видео на канале Drom Fun: https://drom.ru/s/RRa",1
4380,69321729592188,"2019-03-28 23:10:04","Авария на кольцевых гонках привела к тому, что болид лишился всех наружных кузовных панелей.",1
4379,69324158094204,"2019-03-29 12:52:06","Aurus будет участвовать в гонках «24 часа Ле Мана», уже построен болид

Подробнее: https://drom.ru/s/k9J",1
4378,69324321147772,"2019-03-29 14:01:14","Концепт KIA Mohave Masterpiece намекнул на второе поколение рамного внедорожника

Подробнее: https://drom.ru/s/DMH",1
4377,69324647713660,"2019-03-29 15:40:28","Как выглядит 16-летняя Corolla с пробегом 1 000 000 км

Фото и подробности: https://drom.ru/s/bz9",1
4376,69324845042556,"2019-03-29 16:30:44","#объявадня 
Subaru Impreza WRX STI, 2012 год 
1 800 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/Css",1
4375,69325069437820,"2019-03-29 17:30:28","Как мы ездили на мега-грузовике за 42 000 000 руб.

Читайте на сайте: https://drom.ru/s/MvP",1
4374,69325614566268,"2019-03-29 20:07:40","Samsung представил перелицованную версию кроссовера Renault Arkana

Подробнее о новинке: https://drom.ru/s/0aq",1
4373,69329915169660,"2019-03-30 19:29:58","Hyundai Sonata нового поколения получила турбомотор и гибридную версию

Подробнее: https://drom.ru/s/GfI",1
4372,69330119641980,"2019-03-30 20:36:51","«GM-АвтоВАЗ» представил штатную мультимедийную систему для Chevrolet Niva

Подробнее: https://drom.ru/s/fzj",1
